,MMM-YY,Driver_ID,Age,Gender,City,Education_Level,Income,Dateofjoining,LastWorkingDate,Joining Designation,Grade,Total Business Value,Quarterly Rating
2696,07/01/20,407,41,1,C13,1,58207,17/05/16,,1,2,350030,3
2697,08/01/20,407,41,1,C13,1,58207,17/05/16,,1,2,732670,3
2698,09/01/20,407,41,1,C13,1,58207,17/05/16,,1,2,1219720,3
2699,10/01/20,407,41,1,C13,1,58207,17/05/16,,1,2,205080,3
2700,11/01/20,407,41,1,C13,1,58207,17/05/16,,1,2,1203590,3
2701,12/01/20,407,41,1,C13,1,58207,17/05/16,,1,2,682130,3
2702,07/01/20,409,29,0,C1,0,33320,07/03/20,,2,2,0,1
2703,08/01/20,409,29,0,C1,0,33320,07/03/20,,2,2,0,1
2704,09/01/20,409,29,0,C1,0,33320,07/03/20,,2,2,253660,1
2705,10/01/20,409,29,0,C1,0,33320,07/03/20,,2,2,0,1
2706,11/01/20,409,29,0,C1,0,33320,07/03/20,,2,2,0,1
2707,12/01/20,409,29,0,C1,0,33320,07/03/20,,2,2,0,1
2708,01/01/19,410,39,0,C24,1,57225,08/05/18,,2,2,113800,1
2709,02/01/19,410,39,0,C24,1,57225,08/05/18,,2,2,291010,1
2710,03/01/19,410,39,0,C24,1,57225,08/05/18,,2,2,205020,1
2711,04/01/19,410,39,0,C24,1,57225,08/05/18,27/04/19,2,2,0,1
2712,01/01/19,411,28,1,C1,1,52572,17/02/18,,1,1,48140,1
2713,02/01/19,411,28,1,C1,1,52572,17/02/18,,1,1,136510,1
2714,03/01/19,411,28,1,C1,1,52572,17/02/18,03/07/19,1,1,0,1
2715,11/01/20,412,29,0,C16,2,56243,15/11/20,,2,2,0,1
2716,12/01/20,412,29,0,C16,2,56243,15/11/20,,2,2,0,1
2717,01/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,811710,2
2718,02/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,902070,2
2719,03/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,1838150,2
2720,04/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,100140,2
2721,05/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,100450,2
2722,06/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,510530,2
2723,07/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,790790,2
2724,08/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,285900,2
2725,09/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,860740,2
2726,10/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,774850,2
2727,11/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,405860,2
2728,12/01/19,414,32,1,C25,0,97153,21/01/18,,2,3,379120,2
2729,01/01/20,414,33,1,C25,0,97153,21/01/18,,2,3,344780,1
2730,02/01/20,414,33,1,C25,0,97153,21/01/18,,2,3,450000,1
2731,03/01/20,414,33,1,C25,0,97153,21/01/18,,2,3,300000,1
2732,04/01/20,414,33,1,C25,0,97153,21/01/18,,2,3,385990,2
2733,05/01/20,414,33,1,C25,0,97153,21/01/18,,2,3,630580,2
2734,06/01/20,414,33,1,C25,0,97153,21/01/18,,2,3,246810,2
2735,07/01/20,414,33,1,C25,0,97153,21/01/18,,2,3,614010,2
2736,08/01/20,414,33,1,C25,0,97153,21/01/18,29/07/20,2,3,0,2
2737,09/01/20,415,36,1,C13,0,61575,21/09/20,,2,2,0,1
2738,10/01/20,415,36,1,C13,0,61575,21/09/20,,2,2,0,3
2739,11/01/20,415,36,1,C13,0,61575,21/09/20,,2,2,811010,3
2740,12/01/20,415,36,1,C13,0,61575,21/09/20,,2,2,943310,3
2741,07/01/19,416,35,1,C27,0,92559,07/06/19,,3,3,0,1
2742,08/01/19,416,35,1,C27,0,92559,07/06/19,,3,3,0,1
2743,09/01/19,416,35,1,C27,0,92559,07/06/19,,3,3,500000,1
2744,10/01/19,416,35,1,C27,0,92559,07/06/19,,3,3,490000,1
2745,11/01/19,416,35,1,C27,0,92559,07/06/19,,3,3,0,1
2746,12/01/19,416,35,1,C27,0,92559,07/06/19,12/05/19,3,3,-990000,1
2747,11/01/20,417,28,1,C23,1,42027,11/06/20,,2,2,0,1
2748,12/01/20,417,28,1,C23,1,42027,11/06/20,,2,2,0,1
2749,01/01/19,418,30,0,C15,1,74051,30/07/15,,1,2,452730,2
2750,02/01/19,418,30,0,C15,1,74051,30/07/15,,1,2,705790,2
2751,03/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,981120,2
2752,04/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,220360,2
2753,05/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,192180,2
2754,06/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,0,2
2755,07/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,578480,2
2756,08/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,151500,2
2757,09/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,0,2
2758,10/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,320050,1
2759,11/01/19,418,31,0,C15,1,74051,30/07/15,,1,2,0,1
2760,12/01/19,418,31,0,C15,1,74051,30/07/15,21/12/19,1,2,100160,1
2761,01/01/19,419,26,0,C13,2,38390,10/07/18,,1,1,0,1
2762,02/01/19,419,26,0,C13,2,38390,10/07/18,22/02/19,1,1,0,1
2763,10/01/20,420,39,0,C18,2,80489,26/10/20,,3,3,0,1
2764,11/01/20,420,39,0,C18,2,80489,26/10/20,,3,3,0,1
2765,12/01/20,420,39,0,C18,2,80489,26/10/20,,3,3,607260,1
2766,01/01/19,421,40,0,C4,2,93113,11/07/15,,1,2,543530,3
2767,02/01/19,421,40,0,C4,2,93113,11/07/15,,1,2,492580,3
2768,03/01/19,421,40,0,C4,2,93113,11/07/15,,1,2,1577250,3
2769,04/01/19,421,40,0,C4,2,93113,11/07/15,,1,2,105140,3
2770,05/01/19,421,40,0,C4,2,93113,11/07/15,,1,2,721210,3
2771,06/01/19,421,40,0,C4,2,93113,11/07/15,,1,2,203580,3
2772,07/01/19,421,40,0,C4,2,93113,11/07/15,,1,2,150590,1
2773,08/01/19,421,41,0,C4,2,93113,11/07/15,,1,2,190840,1
2774,09/01/19,421,41,0,C4,2,93113,11/07/15,,1,2,200000,1
2775,10/01/19,421,41,0,C4,2,93113,11/07/15,10/03/19,1,2,107520,1
2776,01/01/19,422,25,0,C27,1,78754,20/04/16,,2,3,1178930,2
2777,02/01/19,422,25,0,C27,1,78754,20/04/16,,2,3,2324470,2
2778,03/01/19,422,25,0,C27,1,78754,20/04/16,,2,3,1278770,2
2779,04/01/19,422,25,0,C27,1,78754,20/04/16,,2,3,0,4
2780,05/01/19,422,26,0,C27,1,78754,20/04/16,,2,3,682440,4
2781,06/01/19,422,26,0,C27,1,78754,20/04/16,,2,3,1328920,4
2782,07/01/19,422,26,0,C27,1,78754,20/04/16,,2,3,232800,4
2783,08/01/19,422,26,0,C27,1,78754,20/04/16,,2,3,1984360,4
2784,09/01/19,422,,0,C27,1,78754,20/04/16,,2,3,2870020,4
2785,10/01/19,422,26,0,C27,1,78754,20/04/16,,2,3,2375120,4
2786,11/01/19,422,26,0,C27,1,78754,20/04/16,,2,3,1056680,4
2787,12/01/19,422,26,0,C27,1,78754,20/04/16,,2,3,387720,4
2788,01/01/20,422,26,0,C27,1,78754,20/04/16,,2,3,1676920,3
2789,02/01/20,422,26,0,C27,1,78754,20/04/16,,2,3,291000,3
2790,03/01/20,422,26,0,C27,1,78754,20/04/16,,2,3,4464340,3
2791,04/01/20,422,26,0,C27,1,78754,20/04/16,,2,3,1066550,4
2792,05/01/20,422,27,0,C27,1,78754,20/04/16,,2,3,582020,4
2793,06/01/20,422,27,0,C27,1,78754,20/04/16,,2,3,1005510,4
2794,07/01/20,422,27,0,C27,1,78754,20/04/16,,2,3,473390,2
2795,08/01/20,422,27,0,C27,1,78754,20/04/16,,2,3,483090,2
2796,09/01/20,422,27,0,C27,1,78754,20/04/16,,2,3,583080,2
2797,10/01/20,422,27,0,C27,1,78754,20/04/16,,2,3,0,1
2798,11/01/20,422,27,0,C27,1,78754,20/04/16,,2,3,649560,1
2799,12/01/20,422,27,0,C27,1,78754,20/04/16,,2,3,0,1
2800,01/01/19,423,36,0,C20,0,43083,29/04/16,,1,1,512580,2
2801,02/01/19,423,36,0,C20,0,43083,29/04/16,,1,1,321880,2
2802,03/01/19,423,36,0,C20,0,43083,29/04/16,,1,1,693450,2
2803,04/01/19,423,36,0,C20,0,43083,29/04/16,,1,1,100870,1
2804,05/01/19,423,36,0,C20,0,43083,29/04/16,,1,1,0,1
2805,06/01/19,423,36,0,C20,0,43083,29/04/16,21/06/19,1,1,0,1
2806,01/01/19,424,39,0,C17,0,74684,09/02/18,,2,2,1094020,2
2807,02/01/19,424,39,0,C17,0,74684,09/02/18,,2,2,243720,2
2808,03/01/19,424,39,0,C17,0,74684,09/02/18,,2,2,400140,2
2809,04/01/19,424,39,0,C17,0,74684,09/02/18,,2,2,100260,2
2810,05/01/19,424,39,0,C17,0,74684,09/02/18,,2,2,0,2
2811,06/01/19,424,39,0,C17,0,74684,09/02/18,,2,2,251000,2
2812,07/01/19,424,39,0,C17,0,74684,09/02/18,,2,2,206110,1
2813,08/01/19,424,39,0,C17,0,74684,09/02/18,,2,2,150020,1
2814,09/01/19,424,40,0,C17,0,74684,09/02/18,,2,2,207250,1
2815,10/01/19,424,40,0,C17,0,74684,09/02/18,10/06/19,2,2,0,1
2816,01/01/19,425,45,0,C22,1,30921,24/12/15,,1,3,245490,1
2817,02/01/19,425,45,0,C22,1,30921,24/12/15,,1,3,717480,1
2818,03/01/19,425,45,0,C22,1,30921,24/12/15,,1,3,1061690,1
2819,04/01/19,425,45,0,C22,1,30921,24/12/15,,1,3,285950,2
2820,05/01/19,425,45,0,C22,1,30921,24/12/15,,1,3,244410,2
2821,06/01/19,425,45,0,C22,1,30921,24/12/15,,1,3,449320,2
2822,07/01/19,425,46,0,C22,1,30921,24/12/15,,1,3,780200,2
2823,08/01/19,425,46,0,C22,1,30921,24/12/15,,1,3,253220,2
2824,09/01/19,425,46,0,C22,1,30921,24/12/15,,1,3,552150,2
2825,10/01/19,425,46,0,C22,1,30921,24/12/15,,1,3,1124510,3
2826,11/01/19,425,46,0,C22,1,30921,24/12/15,,1,3,783850,3
2827,12/01/19,425,46,0,C22,1,30921,24/12/15,,1,3,250000,3
2828,01/01/20,425,46,0,C22,1,30921,24/12/15,,1,3,825580,2
2829,02/01/20,425,46,0,C22,1,30921,24/12/15,,1,3,679210,2
2830,03/01/20,425,46,0,C22,1,30921,24/12/15,,1,3,2159820,2
2831,04/01/20,425,46,0,C22,1,30921,24/12/15,,1,3,0,2
2832,05/01/20,425,46,0,C22,1,30921,24/12/15,,1,3,704870,2
2833,06/01/20,425,46,0,C22,1,30921,24/12/15,,1,3,437300,2
2834,07/01/20,425,47,0,C22,1,30921,24/12/15,,1,3,523410,2
2835,08/01/20,425,47,0,C22,1,30921,24/12/15,,1,3,476230,2
2836,09/01/20,425,47,0,C22,1,30921,24/12/15,,1,3,314810,2
2837,10/01/20,425,47,0,C22,1,30921,24/12/15,,1,3,368530,3
2838,11/01/20,425,47,0,C22,1,30921,24/12/15,,1,3,465000,3
2839,12/01/20,425,47,0,C22,1,30921,24/12/15,,1,3,1333760,3
2840,01/01/19,426,34,0,C24,2,65053,14/07/18,,2,2,100000,1
2841,02/01/19,426,34,0,C24,2,65053,14/07/18,,2,2,-300260,1
2842,03/01/19,426,34,0,C24,2,65053,14/07/18,,2,2,164280,1
2843,04/01/19,426,34,0,C24,2,65053,14/07/18,,2,2,140640,2
2844,05/01/19,426,34,0,C24,2,65053,14/07/18,,2,2,164880,2
2845,06/01/19,426,34,0,C24,2,65053,14/07/18,,2,2,436010,2
2846,07/01/19,426,34,0,C24,2,65053,14/07/18,,2,2,0,1
2847,08/01/19,426,34,0,C24,2,65053,14/07/18,26/08/19,2,2,0,1
2848,10/01/20,427,33,0,C10,1,88180,10/04/20,,3,3,0,2
2849,11/01/20,427,33,0,C10,1,88180,10/04/20,,3,3,0,2
2850,12/01/20,427,33,0,C10,1,88180,10/04/20,,3,3,1465000,2
2851,06/01/19,429,37,0,C8,0,120771,15/06/19,,2,4,0,1
2852,07/01/19,429,37,0,C8,0,120771,15/06/19,07/06/19,2,4,0,1
2853,01/01/19,430,31,0,C28,0,14489,01/06/19,,1,1,0,1
2854,02/01/19,430,32,0,C28,0,14489,01/06/19,,1,1,0,1
2855,03/01/19,430,32,0,C28,0,14489,01/06/19,,1,1,210000,1
2856,04/01/19,430,32,0,C28,0,14489,01/06/19,29/03/19,1,1,0,1
2857,05/01/20,431,38,1,C18,0,50457,05/11/20,,3,3,0,1
2858,06/01/20,431,38,1,C18,0,50457,05/11/20,,3,3,0,1
2859,07/01/20,431,39,1,C18,0,50457,05/11/20,,3,3,1084200,4
2860,08/01/20,431,39,1,C18,0,50457,05/11/20,,3,3,1118580,4
2861,09/01/20,431,39,1,C18,0,50457,05/11/20,,3,3,1646640,4
2862,10/01/20,431,39,1,C18,0,50457,05/11/20,,3,3,721220,3
2863,11/01/20,431,39,1,C18,0,50457,05/11/20,,3,3,779920,3
2864,12/01/20,431,39,1,C18,0,50457,05/11/20,,3,3,364800,3
2865,06/01/19,432,35,0,C14,0,17047,06/08/19,,1,1,0,1
2866,07/01/19,432,35,0,C14,0,17047,06/08/19,,1,1,0,1
2867,08/01/19,432,35,0,C14,0,17047,06/08/19,,1,1,344020,1
2868,09/01/19,432,35,0,C14,0,17047,06/08/19,,1,1,0,1
2869,10/01/19,432,35,0,C14,0,17047,06/08/19,,1,1,150290,3
2870,11/01/19,432,35,0,C14,0,17047,06/08/19,,1,1,519610,3
2871,12/01/19,432,35,0,C14,0,17047,06/08/19,,1,1,164560,3
2872,01/01/20,432,36,0,C14,0,17047,06/08/19,,1,1,0,2
2873,02/01/20,432,36,0,C14,0,17047,06/08/19,,1,1,704960,2
2874,03/01/20,432,36,0,C14,0,17047,06/08/19,,1,1,214400,2
2875,04/01/20,432,36,0,C14,0,17047,06/08/19,24/04/20,1,1,0,1
2876,06/01/20,433,36,0,C13,2,78656,29/05/20,,3,3,0,1
2877,07/01/20,433,36,0,C13,2,78656,29/05/20,,3,3,1037650,2
2878,08/01/20,433,36,0,C13,2,78656,29/05/20,,3,3,0,2
2879,09/01/20,433,36,0,C13,2,78656,29/05/20,,3,3,0,2
2880,10/01/20,433,37,0,C13,2,78656,29/05/20,23/10/20,3,3,155640,1
2881,01/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,5033020,4
2882,02/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,1925490,4
2883,03/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,3148500,4
2884,04/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,0,2
2885,05/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,194010,2
2886,06/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,300690,2
2887,07/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,500000,4
2888,08/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,1918440,4
2889,09/01/19,434,28,1,C6,2,80469,08/11/17,,1,2,1507780,4
2890,10/01/19,434,29,1,C6,2,80469,08/11/17,,1,2,884060,4
2891,11/01/19,434,29,1,C6,2,80469,08/11/17,,1,2,3242510,4
2892,12/01/19,434,29,1,C6,2,80469,08/11/17,,1,2,710000,4
2893,01/01/20,434,29,1,C6,2,80469,08/11/17,,1,2,4200000,4
2894,02/01/20,434,29,1,C6,2,80469,08/11/17,,1,2,750000,4
2895,03/01/20,434,29,1,C6,2,80469,08/11/17,,1,2,2349770,4
2896,04/01/20,434,29,1,C6,2,80469,08/11/17,,1,2,496410,4
2897,05/01/20,434,29,1,C6,2,80469,08/11/17,,1,2,6150360,4
2898,06/01/20,434,29,1,C6,2,80469,08/11/17,,1,2,4209300,4
2899,07/01/20,434,29,1,C6,2,88515,08/11/17,,1,3,1250460,4
2900,08/01/20,434,29,1,C6,2,88515,08/11/17,,1,3,3091890,4
2901,09/01/20,434,29,1,C6,2,88515,08/11/17,,1,3,1310320,4
2902,10/01/20,434,30,1,C6,2,88515,08/11/17,,1,3,4929550,4
2903,11/01/20,434,30,1,C6,2,88515,08/11/17,,1,3,786230,4
2904,12/01/20,434,30,1,C6,2,88515,08/11/17,,1,3,2792020,4
2905,01/01/19,435,29,0,C22,0,63479,06/12/18,,1,1,417110,3
2906,02/01/19,435,29,0,C22,0,63479,06/12/18,,1,1,726140,3
2907,03/01/19,435,29,0,C22,0,63479,06/12/18,,1,1,1616720,3
2908,04/01/19,435,29,0,C22,0,63479,06/12/18,,1,1,0,1
2909,05/01/19,435,29,0,C22,0,63479,06/12/18,21/05/19,1,1,0,1
2910,01/01/19,436,28,0,C24,2,128590,06/09/17,,1,4,8850600,4
2911,02/01/19,436,28,0,C24,2,128590,06/09/17,,1,4,550000,4
2912,03/01/19,436,28,0,C24,2,128590,06/09/17,,1,4,11040770,4
2913,04/01/19,436,28,0,C24,2,128590,06/09/17,,1,4,3170420,4
2914,05/01/19,436,28,0,C24,2,128590,06/09/17,,1,4,453690,4
2915,06/01/19,436,28,0,C24,2,128590,06/09/17,,1,4,310020,4
2916,07/01/19,436,28,0,C24,2,128590,06/09/17,,1,4,1149410,1
2917,08/01/19,436,28,0,C24,2,128590,06/09/17,,1,4,-639880,1
2918,09/01/19,436,28,0,C24,2,128590,06/09/17,14/09/19,1,4,243400,1
2919,01/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,324950,3
2920,02/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,238390,3
2921,03/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,2975860,3
2922,04/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,110640,2
2923,05/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,0,2
2924,06/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,736640,2
2925,07/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,963860,3
2926,08/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,1090620,3
2927,09/01/19,438,43,1,C9,2,81206,14/10/18,,1,2,359400,3
2928,10/01/19,438,43,1,C9,2,81206,14/10/18,14/10/19,1,2,139720,1
2929,12/01/19,439,27,0,C3,1,60246,28/11/19,,1,1,0,1
2930,01/01/20,439,27,0,C3,1,60246,28/11/19,,1,1,349440,3
2931,02/01/20,439,27,0,C3,1,60246,28/11/19,,1,1,696920,3
2932,03/01/20,439,27,,C3,1,60246,28/11/19,,1,1,1561820,3
2933,04/01/20,439,27,0,C3,1,60246,28/11/19,,1,1,0,2
2934,05/01/20,439,27,0,C3,1,60246,28/11/19,,1,1,534640,2
2935,06/01/20,439,27,0,C3,1,60246,28/11/19,,1,1,127320,2
2936,07/01/20,439,27,0,C3,1,60246,28/11/19,,1,1,233040,2
2937,08/01/20,439,27,0,C3,1,60246,28/11/19,,1,1,600000,2
2938,09/01/20,439,27,0,C3,1,60246,28/11/19,27/09/20,1,1,0,2
2939,01/01/19,440,38,0,C16,1,113125,08/11/13,,2,4,585330,1
2940,02/01/19,440,38,0,C16,1,113125,08/11/13,,2,4,193850,1
2941,03/01/19,440,38,0,C16,1,113125,08/11/13,,2,4,1048890,1
2942,04/01/19,440,38,0,C16,1,113125,08/11/13,,2,4,0,1
2943,05/01/19,440,38,0,C16,1,113125,08/11/13,,2,4,151400,1
2944,06/01/19,440,39,0,C16,1,113125,08/11/13,,2,4,371280,1
2945,07/01/19,440,39,0,C16,1,113125,08/11/13,,2,4,455290,2
2946,08/01/19,440,39,0,C16,1,113125,08/11/13,,2,4,1315420,2
2947,09/01/19,440,39,0,C16,1,113125,08/11/13,,2,4,384360,2
2948,10/01/19,440,39,0,C16,1,113125,08/11/13,,2,4,463560,3
2949,11/01/19,440,39,0,C16,1,113125,08/11/13,,2,4,3653640,3
2950,12/01/19,440,39,0,C16,1,113125,08/11/13,,2,4,127800,3
2951,01/01/20,440,39,0,C16,1,113125,08/11/13,,2,4,-1477940,1
2952,02/01/20,440,39,0,C16,1,113125,08/11/13,,2,4,1962640,1
2953,03/01/20,440,39,0,C16,1,113125,08/11/13,,2,4,2716620,1
2954,04/01/20,440,39,0,C16,1,113125,08/11/13,,2,4,256000,1
2955,05/01/20,440,39,0,C16,1,113125,08/11/13,,2,4,799430,1
2956,06/01/20,440,40,0,C16,1,113125,08/11/13,,2,4,198230,1
2957,07/01/20,440,40,0,C16,1,113125,08/11/13,,2,4,384020,1
2958,08/01/20,440,40,0,C16,1,113125,08/11/13,,2,4,352940,1
2959,09/01/20,440,40,0,C16,1,113125,08/11/13,,2,4,503790,1
2960,10/01/20,440,40,0,C16,1,113125,08/11/13,,2,4,403760,1
2961,11/01/20,440,40,0,C16,1,113125,08/11/13,,2,4,0,1
2962,12/01/20,440,40,0,C16,1,113125,08/11/13,,2,4,1541390,1
2963,06/01/20,441,31,0,C6,2,81288,31/05/20,,3,3,0,1
2964,07/01/20,441,31,0,C6,2,81288,31/05/20,,3,3,1456060,3
2965,08/01/20,441,32,0,C6,2,81288,31/05/20,,3,3,394840,3
2966,09/01/20,441,32,0,C6,2,81288,31/05/20,,3,3,301300,3
2967,10/01/20,441,32,0,C6,2,81288,31/05/20,,3,3,1575200,3
2968,11/01/20,441,32,0,C6,2,81288,31/05/20,,3,3,805200,3
2969,12/01/20,441,32,0,C6,2,81288,31/05/20,,3,3,200210,3
2970,09/01/19,442,32,0,C23,2,73933,20/09/19,,3,3,0,1
2971,10/01/19,442,32,0,C23,2,73933,20/09/19,,3,3,0,1
2972,11/01/19,442,32,0,C23,2,73933,20/09/19,11/05/19,3,3,0,1
2973,09/01/20,443,31,1,C3,1,55108,09/04/20,,2,2,0,1
2974,10/01/20,443,31,1,C3,1,55108,09/04/20,,2,2,0,1
2975,11/01/20,443,31,1,C3,1,55108,09/04/20,,2,2,0,1
2976,12/01/20,443,31,1,C3,1,55108,09/04/20,12/06/20,2,2,0,1
2977,12/01/19,444,31,0,C15,1,36856,28/11/19,,1,1,0,1
2978,01/01/20,444,31,0,C15,1,36856,28/11/19,,1,1,150360,2
2979,02/01/20,444,31,0,C15,1,36856,28/11/19,,1,1,150570,2
2980,03/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,709010,2
2981,04/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,0,1
2982,05/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,151270,1
2983,06/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,192880,1
2984,07/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,150380,2
2985,08/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,300400,2
2986,09/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,302830,2
2987,10/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,270480,2
2988,11/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,257450,2
2989,12/01/20,444,32,0,C15,1,36856,28/11/19,,1,1,253060,2
2990,01/01/19,445,32,0,C8,0,33956,01/05/19,25/01/19,2,2,0,1
2991,02/01/20,446,30,1,C22,0,50832,02/01/20,,3,3,0,1
2992,03/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,1096760,1
2993,04/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,0,2
2994,05/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,590910,2
2995,06/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,0,2
2996,07/01/20,446,31,,C22,0,50832,02/01/20,,3,3,890060,2
2997,08/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,290760,2
2998,09/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,459360,2
2999,10/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,713480,3
3000,11/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,917160,3
3001,12/01/20,446,31,1,C22,0,50832,02/01/20,,3,3,1013000,3
3002,01/01/19,448,35,0,C10,1,65389,04/04/14,,2,4,3011170,3
3003,02/01/19,448,35,0,C10,1,65389,04/04/14,,2,4,3773780,3
3004,03/01/19,448,35,0,C10,1,65389,04/04/14,,2,4,1308760,3
3005,04/01/19,448,35,0,C10,1,65389,04/04/14,,2,4,0,2
3006,05/01/19,448,35,0,C10,1,65389,04/04/14,,2,4,676320,2
3007,06/01/19,448,35,0,C10,1,65389,04/04/14,,2,4,200000,2
3008,07/01/19,448,36,0,C10,1,65389,04/04/14,,2,4,200000,1
3009,08/01/19,448,36,0,C10,1,65389,04/04/14,,2,4,102070,1
3010,09/01/19,448,36,0,C10,1,65389,04/04/14,,2,4,670690,1
3011,10/01/19,448,36,0,C10,1,65389,04/04/14,,2,4,500000,2
3012,11/01/19,448,36,0,C10,1,65389,04/04/14,,2,4,1156000,2
3013,12/01/19,448,36,0,C10,1,65389,04/04/14,,2,4,0,2
3014,01/01/20,448,36,0,C10,1,65389,04/04/14,,2,4,480000,2
3015,02/01/20,448,36,0,C10,1,65389,04/04/14,,2,4,2173360,2
3016,03/01/20,448,36,0,C10,1,65389,04/04/14,,2,4,3139800,2
3017,04/01/20,448,36,0,C10,1,65389,04/04/14,,2,4,0,3
3018,05/01/20,448,36,0,C10,1,65389,04/04/14,,2,4,252000,3
3019,06/01/20,448,36,0,C10,1,65389,04/04/14,,2,4,4433120,3
3020,07/01/20,448,37,0,C10,1,65389,04/04/14,,2,4,241040,1
3021,08/01/20,448,37,0,C10,1,65389,04/04/14,,2,4,1085500,1
3022,09/01/20,448,37,0,C10,1,65389,04/04/14,,2,4,0,1
3023,10/01/20,448,37,0,C10,1,65389,04/04/14,,2,4,300000,3
3024,11/01/20,448,37,0,C10,1,65389,04/04/14,,2,4,1556700,3
3025,12/01/20,448,37,0,C10,1,65389,04/04/14,,2,4,5058470,3
3026,09/01/20,449,25,0,C11,0,32466,25/09/20,,1,1,0,1
3027,10/01/20,449,25,0,C11,0,32466,25/09/20,,1,1,0,1
3028,11/01/20,449,25,0,C11,0,32466,25/09/20,,1,1,184290,1
3029,12/01/20,449,25,0,C11,0,32466,25/09/20,,1,1,0,1
3030,01/01/19,450,28,0,C20,2,70415,20/08/15,,1,3,1084790,2
3031,02/01/19,450,28,0,C20,2,70415,20/08/15,,1,3,554970,2
3032,03/01/19,450,28,0,C20,2,70415,20/08/15,,1,3,2303780,2
3033,04/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,514150,2
3034,05/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,298510,2
3035,06/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,417490,2
3036,07/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,722130,3
3037,08/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,1156320,3
3038,09/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,813450,3
3039,10/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,963270,3
3040,11/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,527710,3
3041,12/01/19,450,29,0,C20,2,70415,20/08/15,,1,3,600360,3
3042,01/01/20,450,29,0,C20,2,70415,20/08/15,,1,3,1278270,3
3043,02/01/20,450,29,0,C20,2,70415,20/08/15,,1,3,960530,3
3044,03/01/20,450,29,0,C20,2,70415,20/08/15,,1,3,2080830,3
3045,04/01/20,450,30,0,C20,2,70415,20/08/15,,1,3,624450,4
3046,05/01/20,450,30,0,C20,2,70415,20/08/15,,1,3,300520,4
3047,06/01/20,450,30,0,C20,2,70415,20/08/15,,1,3,1296920,4
3048,07/01/20,450,30,0,C20,2,70415,20/08/15,,1,3,607460,3
3049,08/01/20,450,30,0,C20,2,70415,20/08/15,,1,3,734000,3
